name,n,status,reml,bic,tk,deviance,edf_mean,edf_sum,evidence
line_s(mds1),30,ok,388.61983353401934,3473.0885028810644,392.52813432215135,3286.0226468896453,4.811268319622434,24.056341598112173,388.61983353401934
cyclic_hue_circle,30,ok,514.6444516979741,3506.1246666767165,518.5527524861061,3319.0588106852974,4.263753357055527,21.318766785277635,514.6444516979741
circle_cos_sin_hue,30,ok,520.6518044688969,4101.716032768367,524.5601052570289,3268.422674261139,5.585173421882611,27.925867109413055,520.6518044688969
"sheet_te(mds1,mds2)",30,ok,296.795097772417,2597.6196230303017,300.7033985605491,1764.3262645230734,9.017250492638023,45.086252463190114,296.795097772417
sheet_duchon_mds,30,ok,202.70275592945478,2051.7783772907596,206.61105671758682,1932.7364689325846,3.649636485451212,18.24818242725606,202.70275592945478
sheet_matern_mds,30,ok,492.0939872806098,2751.4125628438023,496.0022880687418,2649.3766413939375,4.042259318385765,20.211296591928825,492.0939872806098
rgb_duchon,30,ok,516.1174764742165,3503.040436395979,520.0257772623486,3383.9985280378037,4.530176339250248,22.650881696251243,516.1174764742165
"hsv_sheet_te(h,s)",30,ok,518.1499982494695,2561.385542492899,522.0582990376015,1847.1340923438463,8.697255764193477,43.486278820967385,518.1499982494695
"lab_sheet_te(a,bb)",30,ok,575.702613565098,3172.592599916421,579.61091435323,2339.299241409193,8.65859500923621,43.29297504618105,575.702613565098
