topology,formula,total_reml,total_edf,mean_edf,ok,errors
SHEET_te_mds12,"{y} ~ te(mds1,mds2)",31.834428836757056,45.06513663738114,9.013027327476227,True,
LINE_mds1,{y} ~ s(mds1),123.68089886013466,24.056490413973552,4.8112980827947105,True,
CIRCLE_hue_cyclic,"{y} ~ s(hue, bs='cc')",249.69860416074837,21.318766746027695,4.263753349205539,True,
SHEET_te_hue_sat,"{y} ~ te(hx,hy)",255.7059569065254,27.925867029932483,5.585173405986497,True,
LINE_lightness,{y} ~ s(light),275.0545534631049,15.941974055777717,3.1883948111555434,True,
VOLUME_te_mds123,"{y} ~ te(mds1,mds2,mds3)",340.11533643214227,102.93749715854875,20.58749943170975,True,
VOLUME_te_RGB,"{y} ~ te(R,G,B)",340.215612397865,98.3772149631694,19.67544299263388,True,
