method,mode,atom,base,heldout,frac,dose,dt,clamped,amplitude,radius,c_tan,delta_norm,h_norm,delta_frac,off_manifold,validity_radius,within_validity,predicted_nats,predicted_nats_pathint,predicted_nats_tangent,measured_kl
linear_fisher,on_chart,0,38,False,0.01,-0.01,,,,,,18.990240169932186,1864.4292901095432,,,,,0.003204940067577486,,,0.0037694114537511927
manifold,on_chart,0,38,False,0.02,0.02,0.09625461475134656,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,32.69271518760395,1864.4292901095432,0.01753497188712537,7.40158134979146e-12,0.05113526408665286,False,0.02646642134153748,0.013488107443794396,0.0133370725443057,0.031080313647229567
linear_norm,on_chart,0,38,False,0.02,0.02,,,,,,32.69271518760395,1864.4292901095432,,,,,0.021015046038960178,,,0.009013904965955138
linear_fisher,on_chart,0,38,False,0.02,0.02,,,,,,32.69271518760395,1864.4292901095432,,,,,0.009498630198528882,,,0.009013904965955138
manifold,on_chart,0,38,False,0.02,-0.02,-0.09625461475134656,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,37.49657687460829,1864.4292901095432,0.020111557501011585,8.485269702906205e-12,0.09625461475134656,True,0.034939041521492416,0.017534080260595896,0.017544531501330885,0.06071529346812932
linear_norm,on_chart,0,38,False,0.02,-0.02,,,,,,37.49657687460829,1864.4292901095432,,,,,0.02764468259489769,,,0.01917126797157421
linear_fisher,on_chart,0,38,False,0.02,-0.02,,,,,,37.49657687460829,1864.4292901095432,,,,,0.012495172098972607,,,0.01917126797157421
manifold,on_chart,0,38,False,0.05,0.05,0.24112738334301959,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,48.84060484489089,1864.4292901095432,0.02619600813180815,1.1060689660656425e-11,0.05274661510628552,False,0.05878099002558598,0.04342404874844199,0.02976600831262989,0.0763473071744308
linear_norm,on_chart,0,38,False,0.05,0.05,,,,,,48.84060484489089,1864.4292901095432,,,,,0.04690189942417775,,,0.019654094868818108
linear_fisher,on_chart,0,38,False,0.05,0.05,,,,,,48.84060484489089,1864.4292901095432,,,,,0.021199277765698587,,,0.019654094868818108
manifold,on_chart,0,38,False,0.05,-0.05,-0.24112738334301959,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,74.414240957124,1864.4292901095432,0.03991261098067808,1.6828434317864612e-11,0.1544722299541219,False,0.1379860386717847,0.07468050453231126,0.06909882204557129,0.2510046316152752
linear_norm,on_chart,0,38,False,0.05,-0.05,,,,,,74.414240957124,1864.4292901095432,,,,,0.10887808562948705,,,0.1757596221000126
linear_fisher,on_chart,0,38,False,0.05,-0.05,,,,,,74.414240957124,1864.4292901095432,,,,,0.04921201077556286,,,0.1757596221000126
manifold,on_chart,0,38,False,0.1,0.1,0.48585182002553967,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,21.55816212022721,1864.4292901095432,0.011562874620447834,4.87774648215737e-12,0.053140042815293394,False,0.011895895604692484,0.22563319714153354,0.00579938576928998,0.015516514228719469
linear_norm,on_chart,0,38,False,0.1,0.1,,,,,,21.55816212022721,1864.4292901095432,,,,,0.00913801424821326,,,0.003996196980676154
linear_fisher,on_chart,0,38,False,0.1,0.1,,,,,,21.55816212022721,1864.4292901095432,,,,,0.004130308253036797,,,0.003996196980676154
manifold,on_chart,0,38,False,0.1,-0.1,-0.48585182002553967,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,32.51465707456445,1864.4292901095432,0.01743946914321115,7.362954473068072e-12,0.15942012844588022,False,0.026782890418756308,0.2261312646191114,0.013192189688650883,0.04269925858054374
linear_norm,on_chart,0,38,False,0.1,-0.1,,,,,,32.51465707456445,1864.4292901095432,,,,,0.020786756069648887,,,0.01322936336624749
linear_fisher,on_chart,0,38,False,0.1,-0.1,,,,,,32.51465707456445,1864.4292901095432,,,,,0.009395444985776966,,,0.01322936336624749
manifold,on_chart,0,38,False,0.2,0.2,1.0037891081021237,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,1.465495606860393,1864.4292901095432,0.0007860290624238632,4.665036435916801e-13,0.06273681925638272,False,5.327876244177907e-05,0.9936504787275687,2.6799554411846366e-05,5.3886221089656516e-05
linear_norm,on_chart,0,38,False,0.2,0.2,,,,,,1.465495606860393,1864.4292901095432,,,,,4.222769786380346e-05,,,1.949698122028988e-05
linear_fisher,on_chart,0,38,False,0.2,0.2,,,,,,1.465495606860393,1864.4292901095432,,,,,1.908657660801031e-05,,,1.949698122028988e-05
manifold,on_chart,0,38,False,0.2,-0.2,-1.0037891081021237,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,1.4731706254487542,1864.4292901095432,0.000790145613600717,3.3388322759549196e-13,0.15684204814095684,False,5.3845505330742776e-05,0.99372455862718,2.7080995972264502e-05,5.504746590289945e-05
linear_norm,on_chart,0,38,False,0.2,-0.2,,,,,,1.4731706254487542,1864.4292901095432,,,,,4.267116154969225e-05,,,1.993584649787549e-05
linear_fisher,on_chart,0,38,False,0.2,-0.2,,,,,,1.4731706254487542,1864.4292901095432,,,,,1.928701859376313e-05,,,1.993584649787549e-05
manifold,on_chart,0,38,False,0.4,0.4,2.5897500284526953,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,57.97970600149939,1864.4292901095432,0.031097830477707648,1.3124253424478291e-11,0.08092968838914673,False,0.08431847560745248,6.7112191821935845,0.041947931401273716,0.1685713730940448
linear_norm,on_chart,0,38,False,0.4,0.4,,,,,,57.97970600149939,1864.4292901095432,,,,,0.06609679198403141,,,0.027394821141546358
linear_fisher,on_chart,0,38,False,0.4,0.4,,,,,,57.97970600149939,1864.4292901095432,,,,,0.029875213368624542,,,0.027394821141546358
manifold,on_chart,0,38,False,0.4,-0.4,-2.5897500284526953,False,0.22630150806513424,387.5448949732204,2.495677864812443e-05,8.023541903229118,1864.4292901095432,0.004303484152385152,1.817175295605062e-12,0.16185937677829346,False,0.001464992327923623,6.80845929107214,0.0008033240730707397,0.0014822651143108865
linear_norm,on_chart,0,38,False,0.4,-0.4,,,,,,8.023541903229118,1864.4292901095432,,,,,0.0012657869501500442,,,0.0006138279342541907
linear_fisher,on_chart,0,38,False,0.4,-0.4,,,,,,8.023541903229118,1864.4292901095432,,,,,0.0005721254251505749,,,0.0006138279342541907
manifold,on_chart,0,19,False,0.005,0.005,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.005,0.005,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.005,0.005,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.005,-0.005,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.005,-0.005,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.005,-0.005,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,19,False,0.01,0.01,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.01,0.01,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.01,0.01,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.01,-0.01,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.01,-0.01,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.01,-0.01,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,19,False,0.02,0.02,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.02,0.02,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.02,0.02,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.02,-0.02,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.02,-0.02,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.02,-0.02,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,19,False,0.05,0.05,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.05,0.05,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.05,0.05,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.05,-0.05,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.05,-0.05,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.05,-0.05,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,19,False,0.1,0.1,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.1,0.1,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.1,0.1,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.1,-0.1,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.1,-0.1,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.1,-0.1,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,19,False,0.2,0.2,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.2,0.2,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.2,0.2,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.2,-0.2,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.2,-0.2,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.2,-0.2,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,19,False,0.4,0.4,3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.4146488430738664,1618.807547956693,0.0021093605891472013,7.797491710604002e-13,0.0476897262383176,False,0.00015590470239109042,9.007977879918107,6.562022835983924e-05,0.00023287538247165071
linear_norm,on_chart,0,19,False,0.4,0.4,,,,,,3.4146488430738664,1618.807547956693,,,,,0.00022925586774031256,,,4.8480720932973337e-05
linear_fisher,on_chart,0,19,False,0.4,0.4,,,,,,3.4146488430738664,1618.807547956693,,,,,3.7251599488426667e-05,,,4.8480720932973337e-05
manifold,on_chart,0,19,False,0.4,-0.4,-3.052142479252326,True,0.22630150806513424,2.9212382982979443,1.1255781055272038e-05,3.3101186837667003,1618.807547956693,0.002044788268960588,7.511908154907526e-13,0.0476897262383176,False,0.00015069994327581698,9.007797063866272,6.166415324691768e-05,0.00022477884642291735
linear_norm,on_chart,0,19,False,0.4,-0.4,,,,,,3.3101186837667003,1618.807547956693,,,,,0.0002154346200011968,,,4.784362100783844e-05
linear_fisher,on_chart,0,19,False,0.4,-0.4,,,,,,3.3101186837667003,1618.807547956693,,,,,3.5005796184534515e-05,,,4.784362100783844e-05
manifold,on_chart,0,11,False,0.005,0.005,0.01933023012605877,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,7.5047076197389755,1517.597577032379,0.004945123617299277,1.7293006036057096e-12,0.019330230126058723,False,0.0061375130819981485,0.0007028019219481272,0.0007026242761630818,0.00552252592808687
linear_norm,on_chart,0,11,False,0.005,0.005,,,,,,7.5047076197389755,1517.597577032379,,,,,0.0011073780675485859,,,1.9895522633627248e-05
linear_fisher,on_chart,0,11,False,0.005,0.005,,,,,,7.5047076197389755,1517.597577032379,,,,,1.5660103696242866e-05,,,1.9895522633627248e-05
manifold,on_chart,0,11,False,0.005,-0.005,-0.01933023012605877,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,7.641381577659945,1517.597577032379,0.005035183037523334,1.7366892055925488e-12,0.019330230126058723,False,0.006362772721283009,0.0007282987733037064,0.0007284493682219189,0.006949804884903963
linear_norm,on_chart,0,11,False,0.005,-0.005,,,,,,7.641381577659945,1517.597577032379,,,,,0.0011480799640081695,,,2.36156397534392e-05
linear_fisher,on_chart,0,11,False,0.005,-0.005,,,,,,7.641381577659945,1517.597577032379,,,,,1.6235693856342275e-05,,,2.36156397534392e-05
manifold,on_chart,0,11,False,0.01,0.01,0.038662266270169186,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,14.762837291214739,1517.597577032379,0.009727768095204177,3.339579369287976e-12,0.03866226627016922,True,0.023750674268612236,0.002721054971044309,0.0027189127002224664,0.018883371326313195
linear_norm,on_chart,0,11,False,0.01,0.01,,,,,,14.762837291214739,1517.597577032379,,,,,0.00428516974711934,,,7.165105539598729e-05
linear_fisher,on_chart,0,11,False,0.01,0.01,,,,,,14.762837291214739,1517.597577032379,,,,,6.0599179776465674e-05,,,7.165105539598729e-05
manifold,on_chart,0,11,False,0.01,-0.01,-0.038662266270169186,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,15.30757003697553,1517.597577032379,0.010086712227696798,3.4668067016487608e-12,0.03866226627016922,True,0.025533134696579855,0.00292206378910305,0.0029232644642118296,0.029398592364393274
linear_norm,on_chart,0,11,False,0.01,-0.01,,,,,,15.30757003697553,1517.597577032379,,,,,0.0046072404030642845,,,0.000101262399375945
linear_fisher,on_chart,0,11,False,0.01,-0.01,,,,,,15.30757003697553,1517.597577032379,,,,,6.515377591433194e-05,,,0.000101262399375945
manifold,on_chart,0,11,False,0.02,0.02,0.07733898980344135,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,28.118688004291567,1517.597577032379,0.018528421783116512,6.367682911164476e-12,0.060421085783938545,False,0.08616883383363168,0.009906010984458664,0.009863832820491995,0.05289734850588659
linear_norm,on_chart,0,11,False,0.02,0.02,,,,,,28.118688004291567,1517.597577032379,,,,,0.015545993069051712,,,0.00024007856719147428
linear_fisher,on_chart,0,11,False,0.02,0.02,,,,,,28.118688004291567,1517.597577032379,,,,,0.00021984530004405336,,,0.00024007856719147428
manifold,on_chart,0,11,False,0.02,-0.02,-0.07733898980344135,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,30.266417340050598,1517.597577032379,0.01994363841779173,6.8465580043259e-12,0.07733898980344134,False,0.09981399659233847,0.011421854907856173,0.011428194663208019,0.11385924112762094
linear_norm,on_chart,0,11,False,0.02,-0.02,,,,,,30.266417340050598,1517.597577032379,,,,,0.018011521308118037,,,0.0004713925573426907
linear_fisher,on_chart,0,11,False,0.02,-0.02,,,,,,30.266417340050598,1517.597577032379,,,,,0.0002547118275844321,,,0.0004713925573426907
manifold,on_chart,0,11,False,0.05,0.05,0.1936015035649265,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,52.56510344369292,1517.597577032379,0.03463705018986823,1.1901329262566171e-11,0.06050046986403955,False,0.3011930024846896,0.03862664445069125,0.034470742939385186,0.11307177756102646
linear_norm,on_chart,0,11,False,0.05,0.05,,,,,,52.56510344369292,1517.597577032379,,,,,0.054327961612189626,,,0.0010606499169619967
linear_fisher,on_chart,0,11,False,0.05,0.05,,,,,,52.56510344369292,1517.597577032379,,,,,0.0007682845970895737,,,0.0010606499169619967
manifold,on_chart,0,11,False,0.05,-0.05,-0.1936015035649265,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,64.68033924990426,1517.597577032379,0.0426202177894781,1.4644714154189757e-11,0.133101033700887,False,0.45576290933851515,0.053929423958741576,0.05219154763700472,0.33257124307761754
linear_norm,on_chart,0,11,False,0.05,-0.05,,,,,,64.68033924990426,1517.597577032379,,,,,0.08225701434662874,,,0.004342146746624698
linear_fisher,on_chart,0,11,False,0.05,-0.05,,,,,,64.68033924990426,1517.597577032379,,,,,0.0011632462409727376,,,0.004342146746624698
manifold,on_chart,0,11,False,0.1,0.1,0.3890475054705163,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,23.747405144726905,1517.597577032379,0.01564802521045422,5.3776371089276025e-12,0.060788672729768164,False,0.061544033473995494,0.11285201149076624,0.0070353858377770005,0.04107278806227754
linear_norm,on_chart,0,11,False,0.1,0.1,,,,,,23.747405144726905,1517.597577032379,,,,,0.01108819071273863,,,0.00017340117847787885
linear_fisher,on_chart,0,11,False,0.1,0.1,,,,,,23.747405144726905,1517.597577032379,,,,,0.00015680481802353026,,,0.00017340117847787885
manifold,on_chart,0,11,False,0.1,-0.1,-0.3890475054705163,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,56.52149756342934,1517.597577032379,0.03724406154756494,1.2783548139001501e-11,0.13373508000548995,False,0.34781354905115724,0.12726528272106505,0.039855009525733176,0.28948732280774775
linear_norm,on_chart,0,11,False,0.1,-0.1,,,,,,56.52149756342934,1517.597577032379,,,,,0.06281388919800587,,,0.0027511686278118928
linear_fisher,on_chart,0,11,False,0.1,-0.1,,,,,,56.52149756342934,1517.597577032379,,,,,0.0008882892367397642,,,0.0027511686278118928
manifold,on_chart,0,11,False,0.2,0.2,0.7938810985875557,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,66.89675807953745,1517.597577032379,0.04408069641910753,1.5135237144293637e-11,0.06202196082715279,False,0.48752284063329626,0.5551728002272839,0.055829757353338776,0.3428105322712081
linear_norm,on_chart,0,11,False,0.2,0.2,,,,,,66.89675807953745,1517.597577032379,,,,,0.08799105141550365,,,0.002098740696286341
linear_fisher,on_chart,0,11,False,0.2,0.2,,,,,,66.89675807953745,1517.597577032379,,,,,0.0012443347307379954,,,0.002098740696286341
manifold,on_chart,0,11,False,0.2,-0.2,-0.7938810985875557,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,53.39453177765826,1517.597577032379,0.03518359055505994,1.2087722347218399e-11,0.13644831381973616,False,0.310782101319567,0.6212887490802593,0.03556715781348588,0.11479685053554095
linear_norm,on_chart,0,11,False,0.2,-0.2,,,,,,53.39453177765826,1517.597577032379,,,,,0.056055977318028034,,,0.0022889349758138527
linear_fisher,on_chart,0,11,False,0.2,-0.2,,,,,,53.39453177765826,1517.597577032379,,,,,0.0007927215133832753,,,0.0022889349758138527
manifold,on_chart,0,11,False,0.4,0.4,1.7677346099388844,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,70.36385403950852,1517.597577032379,0.0463652915004669,1.5922689148179354e-11,0.0828625598408852,False,0.5393397869382387,2.962952468776045,0.06176676201853259,0.3577177370694416
linear_norm,on_chart,0,11,False,0.4,0.4,,,,,,70.36385403950852,1517.597577032379,,,,,0.09734812741787519,,,0.0024054296741343358
linear_fisher,on_chart,0,11,False,0.4,0.4,,,,,,70.36385403950852,1517.597577032379,,,,,0.0013766588075685444,,,0.0024054296741343358
manifold,on_chart,0,11,False,0.4,-0.4,-1.7677346099388844,False,0.22630150806513424,392.55125132584226,2.4950864207294292e-05,53.87401894891742,1517.597577032379,0.03549954201578696,1.2192211503661546e-11,0.13810426640147536,False,0.31641034809240015,3.120621960762645,0.03620881786532216,0.11576311051546515
linear_norm,on_chart,0,11,False,0.4,-0.4,,,,,,53.87401894891742,1517.597577032379,,,,,0.057067272105771276,,,0.002355143691151783
linear_fisher,on_chart,0,11,False,0.4,-0.4,,,,,,53.87401894891742,1517.597577032379,,,,,0.0008070228452478176,,,0.002355143691151783
manifold,on_chart,0,16,True,0.005,0.005,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.005,0.005,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.005,0.005,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.005,-0.005,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.005,-0.005,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.005,-0.005,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.01,0.01,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.01,0.01,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.01,0.01,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.01,-0.01,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.01,-0.01,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.01,-0.01,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.02,0.02,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.02,0.02,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.02,0.02,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.02,-0.02,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.02,-0.02,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.02,-0.02,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
manifold,on_chart,0,16,True,0.05,0.05,3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3693302350268644,1618.5625240408017,0.002081680617820809,7.980598790491186e-13,0.0476897262383176,False,0.0005350598549189354,9.0077543294409,4.7891263003926816e-05,0.0005960369081489309
linear_norm,on_chart,0,16,True,0.05,0.05,,,,,,3.3693302350268644,1618.5625240408017,,,,,0.00022321096349508843,,,3.394890022519389e-05
linear_fisher,on_chart,0,16,True,0.05,0.05,,,,,,3.3693302350268644,1618.5625240408017,,,,,2.7600996714554407e-05,,,3.394890022519389e-05
manifold,on_chart,0,16,True,0.05,-0.05,-3.052142479252326,True,0.22630150806513424,2.302369718558418,8.437215229009915e-06,3.3554584693470884,1618.5625240408017,0.0020731101946992207,7.683779885422046e-13,0.0476897262383176,False,0.0005266072797415801,9.008021178874744,4.7497731487074474e-05,0.0005878117167906653
linear_norm,on_chart,0,16,True,0.05,-0.05,,,,,,3.3554584693470884,1618.5625240408017,,,,,0.00022137679702019107,,,3.6859730858086176e-05
linear_fisher,on_chart,0,16,True,0.05,-0.05,,,,,,3.3554584693470884,1618.5625240408017,,,,,2.7374194132571488e-05,,,3.6859730858086176e-05
